Site,Date,Temp,pH,EC,DO,BOD,COD,SS,TN,TP,TOC,Q
초강A,2020.04.17,13.3,8.3,197,10.8,1.7,4.7,1.8,1.176,0.018,3,0.892
초강A1,2020.04.17,10.3,7,242,9.2,3.6,8.2,5.4,3.03,0.029,5.6,0.03
금본A,2020.04.21,11.9,8.4,151,12.8,2.1,5.7,8.3,3.107,0.079,2.5,6.1
금본B,2020.04.21,12.4,8.2,125,12.2,0.9,4.2,1.5,1.322,0.013,2,12.776
금본B1,2020.04.21,10,8.1,107,13.5,0.8,3.8,5.8,1.869,0.021,1.9,1.597
금본B2,2020.04.21,11.5,7.9,83,12.6,0.7,4.3,2,1.798,0.012,,1.45
금본C,2020.04.21,12.9,8.2,123,12.2,1.1,4.3,1.5,1.485,0.014,2,12.004
금본C1,2020.04.21,12.9,8.5,112,13.6,1.6,4.7,5.6,1.762,0.025,2.6,8.735
금본D,2020.04.21,12.7,7.9,133,11.4,1.1,4.5,2.5,1.35,0.012,1.9,28.409
금본E,2020.04.21,13.2,8.2,155,11.2,1.4,4.2,2.7,1.298,0.012,2,27.558
금본F1,2020.04.21,14.1,7.8,111,11.6,0.5,3,1.2,1.865,0.017,1.6,0.144
금본F2,2020.04.21,16,8.5,297,13.5,1.3,4.9,3.5,1.926,0.028,2.5,0.184
보청A,2020.04.21,12.3,8,352,11.1,1.9,5.2,5.3,1.918,0.03,2.6,3.005
초강A,2020.04.21,13.5,8.3,188,11.6,1.8,5.2,2.3,1.486,0.018,2.5,4.541
초강A1,2020.04.21,11.1,7.6,169,12.3,1.2,4.3,1.8,2.548,0.03,2.5,0.17
금본F,2020.04.22,7.4,7.3,162,11.6,1,4.2,1,1.515,0.007,2.6,24.919
금본A,2020.04.27,14.1,8.3,158,10,2,4.7,2.4,2.612,0.043,2.2,2.794
금본B,2020.04.27,13.5,7.8,103,7.4,0.9,4.2,0.8,1.31,0.01,2.2,15.033
금본B1,2020.04.27,10.6,8.6,111,12.7,0.9,3.6,4.7,1.717,0.016,1.8,0.97
금본B2,2020.04.27,13.2,8.4,72,11.2,1,4.1,4.6,1.682,0.012,,0.91
금본C,2020.04.28,14.7,8.4,117,12.4,1.1,4.2,0.7,1.434,0.012,2.1,8.848
금본C1,2020.04.28,14.2,8.7,122,13.9,1.5,3.8,2.3,1.326,0.008,1.7,3.653
금본D,2020.04.28,15.5,8.1,126,11.4,1.3,4.4,1.2,1.467,0.008,2.2,17.357
금본E,2020.04.28,16.8,8.6,138,11.3,1.2,4.5,0.4,1.265,0.005,2.2,16.906
금본F,2020.04.28,8.2,7.3,144,10,0.8,4.3,1.3,1.397,0.011,2.5,29.773
보청A,2020.04.28,19.1,8.5,250,12.2,2,5.2,9,2.319,0.032,2.6,1.522
금본F1,2020.04.29,16,7.6,110,10.7,0.5,3.5,2,1.742,0.011,1.5,0.062
금본F2,2020.04.29,20.7,8.4,334,12.6,1.5,3.5,3.1,1.267,0.024,2.2,0.139
초강A,2020.04.29,17,8.3,164,11.3,1.9,5.2,5.5,1.021,0.019,2.9,1.11
초강A1,2020.04.29,14.1,7.7,172,10.5,0.9,3.9,2.1,1.509,0.014,2.2,0.193
금본A,2020.05.04,18.7,8.3,200,10.8,2.8,6.9,11.4,2.994,0.065,3.7,4.267
금본B,2020.05.04,14.9,7.6,115,11.8,0.7,4.2,0.8,1.215,0.011,2.5,14.925
금본B1,2020.05.04,16.4,7.9,138,11.8,1.8,4.9,9.6,1.982,0.028,2.6,1.205
금본B2,2020.05.04,18,7.5,81,10.8,1.2,4.8,3,1.481,0.01,,0.83
금본C,2020.05.04,19.1,8.1,123,9.3,1.2,4.5,1.3,1.183,0.012,2.7,7.443
금본C1,2020.05.04,20.1,8.3,149,11.5,2.3,5.2,1.1,1.119,0.019,2.5,2.944
금본D,2020.05.04,19.8,8.1,131,8.9,1.2,4.5,2.4,1.086,0.018,2.6,16.501
금본E,2020.05.04,21,8.3,148,8.8,1.3,4.8,2.9,1.027,0.023,2.5,16.906
금본F1,2020.05.04,19,7.6,126,8.9,0.9,3.4,1.3,1.607,0.012,1.6,0.063
금본F2,2020.05.04,22.7,8.3,352,11.7,2.7,6.3,6,1.425,0.043,2.9,0.125
보청A,2020.05.04,20.5,7.9,266,10.5,2.2,6.4,3.4,1.753,0.035,3.5,2.559
초강A,2020.05.04,21.5,8.3,170,8.6,1.8,5.2,4,0.837,0.023,2.9,0.793
초강A1,2020.05.04,20.3,7.3,195,7.3,1.3,4.4,3.4,1.281,0.021,2.4,0.146
금본F,2020.05.06,9.2,7.5,158,11.5,1.1,4.6,1.7,1.65,0.011,3.1,23.787
금본F,2020.05.11,8.3,7.3,122,9.8,0.6,4.3,1.2,1.448,0.01,2.6,23.603
금본A,2020.05.14,18.2,8.2,197,11.1,1.4,6,12.8,3.516,0.104,3.3,3.557
금본B,2020.05.14,16.4,8,118,11.4,0.4,4.2,1.4,1.216,0.011,2.4,15.564
금본B1,2020.05.14,16.3,7.9,154,11.3,0.7,5.2,10.1,1.944,0.037,3.4,1.063
금본B2,2020.05.14,17.3,7.9,85,10.8,0.6,3.7,3.5,1.37,0.016,,0.91
금본C,2020.05.14,19.4,8.1,120,10.7,0.6,4.2,2.1,1.085,0.012,2.3,13.158
금본C1,2020.05.14,19.2,8.7,113,11.7,1.2,4.6,3.7,1.036,0.016,2,3.535
금본D,2020.05.14,19.2,8,126,10.3,0.7,4.4,3.1,0.968,0.012,2.2,16.716
금본E,2020.05.14,19.1,7.9,150,10.2,0.9,4.5,2.2,1.045,0.019,2.5,16.906
금본F1,2020.05.14,19.1,7.5,112,8.4,0.5,3.1,1.2,1.21,0.011,1.6,0.055
금본F2,2020.05.14,23.1,7.9,319,11.2,2.9,9.1,23.6,1.225,0.112,4.6,0.046
보청A,2020.05.14,18.8,7.7,276,10,1,6,8.6,2.741,0.031,3.3,5.181
초강A,2020.05.14,19.4,8,172,9.4,1.2,5.6,4.2,1.437,0.02,3,1.229
초강A1,2020.05.14,18,7.3,183,10.3,0.9,5,4,1.472,0.02,2.7,0.231
금본A,2020.05.19,17.6,7.6,184,9.2,3.3,9,50.3,2.924,0.137,3.4,9.343
금본B,2020.05.19,16.2,7.7,119,9.9,0.4,4.2,0.9,1.432,0.009,2.2,14.667
금본B1,2020.05.19,14.4,7.3,138,9.8,2.5,8.7,57.3,2.141,0.156,4.5,1.857
금본B2,2020.05.19,15.8,7.3,88,10.2,0.8,4.7,9,1.852,0.028,,1.94
금본C,2020.05.19,20,7.9,118,9.5,0.4,4.8,2.9,1.192,0.013,2.3,13.158
금본C1,2020.05.19,19,7.6,135,9.7,1.6,5.6,11.3,1.317,0.029,2.4,6.839
금본D,2020.05.19,20.1,7.5,133,8.3,1.3,5.7,21.3,1.671,0.09,2.5,23.793
금본E,2020.05.19,20,8,145,10,0.7,4.7,5,1.086,0.012,2.4,31.319
금본F1,2020.05.19,16,7.2,102,9.8,0.5,4.5,3.2,1.787,0.023,2.4,0.325
금본F2,2020.05.19,17,7.6,281,10.3,2.2,5.3,18.2,1.663,0.063,3.9,0.39
보청A,2020.05.19,18.6,7.3,248,7.8,3.6,8.5,38.5,2.448,0.101,4,34.923
초강A,2020.05.19,20.7,7.6,178,8.4,1.5,6,5.4,1.637,0.02,3,5.052
초강A1,2020.05.19,17.1,7.2,180,8.5,0.7,5.8,5.7,2.017,0.04,2.7,0.319
금본F,2020.05.20,8.4,7.3,156,10.5,0.4,4.3,1,1.614,0.015,2.3,24.525
금본A,2020.05.25,18.5,7.8,191,10.4,1.4,5.8,18.4,3.094,0.124,3,3.871
금본B,2020.05.25,17.7,7.8,118,10.6,0.5,4,1.1,1.353,0.016,2.5,14.49
금본B1,2020.05.25,15.4,7.6,138,8.1,1.1,5.2,9.4,1.911,0.055,2.6,1.217
금본B2,2020.05.25,17.1,7.5,96,7.9,0.8,4,5.8,2.44,0.027,,1.34
금본C,2020.05.25,19.6,8.1,119,10.3,0.7,4.2,1.7,1.092,0.015,2.4,12.575
금본C1,2020.05.25,19.2,7.7,139,9.8,1.1,4.9,3.8,1.081,0.026,1.9,3.547
금본D,2020.05.25,20.6,7.8,130,8.8,0.8,4.4,3.3,1.046,0.019,2.3,19.45
금본E,2020.05.25,21.9,8.3,142,9.1,0.6,5.1,3.3,1.052,0.018,2.5,19.925
금본F1,2020.05.25,19.6,7.3,113,8.2,0.5,3.4,1.4,1.729,0.02,1.6,0.104
금본F2,2020.05.25,20.1,8.2,320,10.8,2,6,4.7,1.204,0.041,3,0.279
보청A,2020.05.25,19.5,7.5,242,9.1,1.2,5.3,7.7,2.104,0.042,3.6,5.706
초강A,2020.05.25,21.6,8,168,9.2,0.7,5.1,4.8,1.495,0.026,3.1,1.771
초강A1,2020.05.25,17.3,7.4,180,8.9,0.5,4.8,2.4,1.171,0.027,2.5,0.125
금본F,2020.05.26,9.8,7.6,159,11.8,0.5,4.2,1.3,1.324,0.018,2.6,23.723
금본F,2020.06.01,9.6,7.6,159,11.2,0.9,4.2,2.3,1.404,0.016,2.5,36.458
금본A,2020.06.04,24.3,8.2,219,10.6,1.9,6.2,12.3,3.939,0.115,3.5,2.357
금본B,2020.06.04,20.5,7.6,119,10.5,0.8,4.1,2,1.613,0.02,2.3,15.168
금본B1,2020.06.04,21.8,7.6,190,10,1.3,5.7,7.8,2.027,0.05,2.4,0.934
금본B2,2020.06.04,24.2,7.8,88,10.3,0.6,4.3,7.2,1.79,0.034,1.4,0.65
금본C,2020.06.04,22.9,8.7,123,10.5,1,4.2,2.3,1.165,0.027,2.5,7.898
금본C1,2020.06.04,25.2,8.2,182,11.2,1.5,5.1,4.4,0.828,0.037,2,2.379
금본D,2020.06.04,23.9,8,132,9.1,1.1,4.2,2.9,1.07,0.033,2.5,15.081
금본E,2020.06.04,24.5,8.4,142,9.2,2.1,4.2,2.8,0.871,0.022,2.4,14.795
금본F1,2020.06.04,22.3,7.1,126,7,0.5,2.7,1,1.068,0.022,1.1,0.023
금본F2,2020.06.04,27.1,8.1,345,11.1,1.2,5.4,2.5,0.976,0.033,2.7,0.122
보청A,2020.06.04,23,7.8,254,9,1.7,5.2,6.4,2.082,0.049,3.1,4.249
초강A,2020.06.04,26.5,8.4,185,8.8,1.9,5.3,5.3,0.788,0.038,3.8,0.613
초강A1,2020.06.04,21.7,7.1,203,9.7,1.3,5.2,4.2,1.418,0.045,2.5,0.008
금본A,2020.06.09,26.6,8,208,9.4,1.6,7.3,12,2.378,0.113,3.9,2.284
금본B,2020.06.09,20.5,7.4,119,10.7,0.8,4.2,1.1,1.465,0.077,2.2,15.723
금본B1,2020.06.09,21.5,7.3,161,9.9,1.2,5.1,10,1.823,0.073,3.1,1.184
금본B2,2020.06.09,25.5,7.8,88,9.4,1,4.6,8,1.2,0.065,2.3,0.45
금본C,2020.06.09,25.8,8.7,126,10,1.1,4.9,2.9,1.195,0.03,2.5,10.901
금본C1,2020.06.09,27,7.9,172,10.8,1.4,5.6,4.3,0.894,0.048,2.8,2.188
금본D,2020.06.09,26.5,8,135,8.5,1.2,4.7,3.6,1.088,0.059,2.7,17.618
금본E,2020.06.09,27.8,8.5,141,9,1.9,4.5,2.9,0.735,0.033,2.5,16.188
금본F1,2020.06.09,24.5,7.2,147,6.9,0.5,2.6,0.8,1.063,0.054,1.9,0.015
금본F2,2020.06.09,29.8,8.1,363,11.4,1.9,6.2,2.7,0.703,0.082,3.9,0.041
보청A,2020.06.09,26.9,7.9,277,9.1,0.9,6.3,4.6,1.374,0.074,3.7,3.123
초강A,2020.06.09,27.4,7.9,193,7.9,1,5.8,4,0.611,0.069,3.5,0.27
금본F,2020.06.10,10.1,7.8,160,11.2,0.9,4.4,0.8,1.454,0.022,3.1,35.421
금본A,2020.06.15,19.2,7.2,127,9.7,0.8,6.7,16.7,3.368,0.092,3.1,23.497
금본B,2020.06.15,21.6,7.3,111,9.9,0.4,4.3,2.9,1.528,0.013,2.1,17.112
금본B1,2020.06.15,17.5,6.7,88,10.4,1,5.3,12.5,2.056,0.05,3,8.322
금본B2,2020.06.15,18.4,7,92,10.4,0.7,4.1,5.9,2.724,0.026,1.8,12.32
금본C,2020.06.15,18.3,7.2,89,8.8,0.4,6.3,8.6,2.382,0.042,3.3,102.583
금본C1,2020.06.15,19.9,7.3,162,9.9,0.9,5.5,10.3,2.241,0.045,3.6,65.547
금본D,2020.06.15,19.2,7.2,95,8,0.6,7.2,12.6,2.422,0.047,3.8,204.672
금본E,2020.06.15,20.3,7.4,97,8.4,1,9.2,20.6,2.697,0.077,4.9,263.607
금본F1,2020.06.15,20.5,7.2,102,8.9,0.7,4.6,1.7,2.561,0.023,2.5,1.762
금본F2,2020.06.15,22.7,7.8,256,9.9,1.5,5.8,3.3,2.473,0.065,3.1,1.596
보청A,2020.06.15,22.8,7.6,210,8.7,0.9,8.3,8.1,2.849,0.071,4.8,19.633
초강A,2020.06.15,20.7,7.7,108,9.4,0.8,6.4,11.9,1.965,0.1,3.5,44.232
초강A1,2020.06.15,18.1,6.8,123,9.8,0.9,7.4,4.6,1.951,0.044,4.3,3.452
금본F,2020.06.16,10.6,7.6,160,11.3,0.3,3.9,0.7,1.482,0.009,2.2,35.651
금본F,2020.06.22,10.8,7.6,162,9.8,0.7,4,1.1,1.407,0.019,2.2,35.668
금본A,2020.06.25,21.7,7.8,192,10.1,1.1,4.7,7.8,3.56,0.077,2.1,5.855
금본B,2020.06.25,21.2,7.8,119,8.4,0.6,4.1,1.7,1.595,0.033,2.3,17.504
금본B1,2020.06.25,19,7.4,131,9.4,1,4.2,5,2.137,0.061,2,1.56
금본B2,2020.06.25,20.8,7.5,111,9.7,0.8,3.6,2.5,2.722,0.023,1.3,0.98
금본C,2020.06.25,23,7.7,128,8.4,0.8,4.2,2.5,1.445,0.03,2.3,14.363
금본C1,2020.06.25,23.3,7.4,167,9.6,1.1,4.5,3.1,1.767,0.025,2.2,4.796
금본D,2020.06.25,23.9,7.7,145,8,0.9,4.9,1.1,1.402,0.034,2.1,21.906
금본E,2020.06.25,25.4,7.9,159,8.3,0.4,4.5,2.7,1.408,0.036,2.6,24.885
금본F1,2020.06.25,21.3,7.2,147,7.8,0.7,3.7,0.8,3.394,0.026,1.6,0.108
금본F2,2020.06.25,21.7,7.6,374,9.4,1.6,5.3,3.5,1.721,0.023,2.8,0.265
보청A,2020.06.25,22.4,7.5,297,7.6,1.2,5,8.6,1.463,0.076,2.6,5.562
초강A,2020.06.25,24.2,7.7,191,7.8,0.8,4.7,2.8,1.655,0.042,2.2,1.923
초강A1,2020.06.25,20.8,7.2,202,8.2,1,5,4.8,2.317,0.039,2.5,0.191
금본A,2020.06.30,20.2,7.5,154,8.8,2.5,7.7,21.5,3.207,0.173,3.9,15.181
금본B,2020.06.30,20.6,7.7,116,9.4,1,4.4,1.9,1.55,0.023,2.6,16.807
금본B1,2020.06.30,17.8,7.3,84,9.7,1.2,7.1,12.9,1.747,0.056,4.2,4.059
금본B2,2020.06.30,19.8,7.2,101,9.9,1,6.1,7.2,2.524,0.063,3.4,2.92
금본C,2020.06.30,22.6,7.9,128,9,2.1,4.5,3.1,1.348,0.031,2.8,20.405
금본C1,2020.06.30,22.3,7.5,130,9.8,1.5,5.5,8.3,1.569,0.037,2.9,24.527
금본D,2020.06.30,22.5,7.9,140,8.7,1.5,5.2,9,1.533,0.076,2.9,33.334
금본E,2020.06.30,24.7,8.6,156,9.7,0.8,4.4,2.6,1.266,0.032,2.4,43.942
금본F1,2020.06.30,19.2,7.3,95,9.6,0.5,5.6,1.9,2.489,0.036,3.6,1.418
금본F2,2020.06.30,21.1,7.5,210,9.6,2,6.8,5.5,2.026,0.106,4.1,1.104
보청A,2020.06.30,21.3,7.7,218,7.7,3.2,7.1,28.7,1.728,0.125,3.7,31.787
초강A,2020.06.30,23.5,7.9,196,7.6,1.2,4.6,6.7,1.369,0.037,2.8,5.875
초강A1,2020.06.30,19.7,6.8,139,7.2,2.2,9.2,11.7,2.421,0.108,5.9,2.673
금본A,2020.07.06,21.4,8,167,11.5,1,4.3,4.2,3.048,0.074,2.1,6.196
금본B,2020.07.06,21.3,7.4,117,10.6,0.8,4.6,2.1,1.551,0.026,2.7,17.362
금본B1,2020.07.06,18.2,7.4,110,9.8,0.8,3.9,3.8,1.908,0.072,1.9,1.986
금본B2,2020.07.06,21,7.7,97,11,0.6,3.6,2.6,2.599,0.055,1.5,1.806
금본C,2020.07.06,22.2,8.6,117,10.7,1,4.3,1.4,1.353,0.031,2.1,15.618
금본C1,2020.07.06,22.2,7.9,115,10.6,1,5,2.1,1.45,0.063,1.9,5.933
금본D,2020.07.06,22.8,8.2,131,9.5,0.9,4,1.9,1.244,0.058,1.9,21.348
금본E,2020.07.06,23.5,8.8,142,10.2,1,4.2,2.4,1.322,0.035,2.1,29.411
금본F1,2020.07.06,22.1,7.4,121,9.6,0.5,3.5,0.5,2.955,0.02,1.7,0.181
금본F2,2020.07.06,23.1,7.8,317,10,1,4.5,2.8,1.784,0.051,2.2,0.313
보청A,2020.07.06,22.8,7.6,243,8.4,1.5,4.2,6.4,1.875,0.07,2.2,5.632
초강A,2020.07.06,21.8,7.8,157,9,0.7,4.4,2.9,1.915,0.054,2.4,3.607
초강A1,2020.07.06,20.8,7.2,175,8.7,0.9,4.7,3.7,2.258,0.043,2.4,0.355
금본F,2020.07.07,12.7,7.5,165,8.7,0.8,5.1,0.6,1.717,0.028,3.2,128.315
금본F,2020.07.20,22.4,7.8,144,6,0.9,5.5,3.4,1.553,0.034,3,455.732
금본A,2020.07.23,19,8.4,99,9.3,1.1,5.4,13.8,1.943,0.054,3.1,81.584
금본B,2020.07.23,20.3,7.7,105,9.2,1,5.1,5.1,1.443,0.023,2.6,383.523
금본B1,2020.07.23,17.8,8.1,84,9.3,0.5,5.4,13,1.585,0.053,3.2,26.092
금본B2,2020.07.23,17.8,7.5,65,9.8,0.5,4.1,5.6,1.915,0.021,1.8,
금본C,2020.07.23,20,7.5,96,9.8,1.1,6.1,13.9,1.303,0.025,3.2,377.668
금본C1,2020.07.23,18.9,7.3,76,9.4,0.7,5.4,7,1.362,0.032,2.8,115.043
금본D,2020.07.23,20.1,7.6,93,9.4,1.1,6,14.4,1.296,0.026,3.3,539.188
금본E,2020.07.23,20.6,7.7,97,9.2,1.3,6.9,23.8,1.581,0.092,3.2,537.515
금본F1,2020.07.23,18.4,7.3,67,9.7,0.5,5.1,3.9,1.443,0.034,2.7,3.64
금본F2,2020.07.23,19.9,7.5,219,9.3,0.5,5.7,6.9,2.247,0.074,2.7,5.145
보청A,2020.07.23,20.6,7.2,110,8.6,1.9,6.9,21.1,1.924,0.072,3.3,79.138
초강A,2020.07.23,20.6,7.7,91,8.7,1.5,8,17.2,1.507,0.049,4.8,103.363
초강A1,2020.07.23,18.7,6.9,80,8.8,0.6,8,7.5,1.255,0.036,4.9,6.603
금본A,2020.08.04,22.4,7.3,133,9.1,0.4,3.6,4.7,2.96,0.043,2,20.076
금본B,2020.08.04,22.5,7.8,91,9.3,0.7,4.8,4.7,1.682,0.03,2.6,179.588
금본B1,2020.08.04,19.7,7.2,95,9.9,0.5,3.7,4.3,2.15,0.026,2.3,4.714
금본B2,2020.08.04,20.8,7,75,10.1,0.5,3.3,2.5,1.856,0.013,2.1,5.694
금본C,2020.08.04,21.9,7.7,94,8.9,0.7,5.2,6.8,1.705,0.03,2.7,160.354
금본C1,2020.08.04,23.2,7.3,117,9.3,0.5,3.9,2.8,2.114,0.022,2.8,11.416
금본D,2020.08.04,22.9,7.5,102,8.5,0.5,4.8,11.1,1.737,0.035,2.4,235.115
금본E,2020.08.04,24.5,7.5,120,7.9,0.7,4.7,14.3,2.073,0.045,2.6,168.487
금본F1,2020.08.04,24.8,6.8,108,8.5,0.5,3.9,1.5,2.551,0.023,2,0.724
금본F2,2020.08.04,24.4,7.6,295,8.9,0.6,4.3,4.5,3.348,0.057,2.9,1.846
보청A,2020.08.04,22.1,7.4,171,8.5,0.6,4.3,11.7,3.002,0.072,2.3,36.154
초강A,2020.08.04,24.5,7.9,133,8.2,0.4,4.2,4.3,2.151,0.047,2.3,15.433
초강A1,2020.08.04,21.1,7,142,8.2,0.6,5.7,7.4,2.257,0.032,3.1,1.439
금본F,2020.08.05,22.6,7.6,107,10.7,0.7,6.3,21.8,1.478,0.05,3.8,895.996
금본A,2020.08.18,25.4,7.3,146,9,0.4,3.5,2.6,3.215,0.045,1.6,12.414
금본B,2020.08.18,25,7.4,60,9.3,0.6,5.1,18,1.343,0.07,3.3,26.721
금본B1,2020.08.18,22.7,7.6,99,9.3,0.5,3.9,1.9,1.962,0.022,1.7,3.904
금본B2,2020.08.18,24,7.5,73,9.3,0.5,3.4,1.5,1.717,0.015,1.4,2.988
금본C,2020.08.18,27.1,7.7,87,7.8,0.4,4.7,7.2,1.495,0.043,2.6,30.904
금본C1,2020.08.18,27.9,7.4,123,9.5,0.6,3.8,1.9,1.891,0.03,1.9,10.186
금본D,2020.08.18,27.1,7.5,112,7.6,0.8,5.1,7,1.925,0.034,2.5,46.686
금본E,2020.08.18,28.3,7.4,132,8.5,1.3,5.2,4.2,2.24,0.032,3.1,53.457
금본F1,2020.08.18,29,7.2,98,8.6,0.5,3.7,1.3,2.232,0.031,2.1,0.342
금본F2,2020.08.18,28.6,8,300,9.1,1,4.1,2.7,3.208,0.045,2.1,0.987
보청A,2020.08.18,25.7,7.1,201,8.4,0.4,4.9,3.9,3.084,0.058,2.3,12.773
초강A,2020.08.18,27.9,7.7,144,7.9,0.4,5,2.4,2.402,0.043,2.7,10.231
초강A1,2020.08.18,23.1,6.9,148,7.6,0.5,5.4,10.1,2.233,0.041,2.9,0.815
금본F,2020.08.19,20.5,7.9,88,8.3,0.4,5.1,13.4,1.813,0.059,3.2,87.833
금본F,2020.08.24,20.5,7.5,89,7.7,0.6,5,6.8,1.92,0.049,3.3,248.57
금본A,2020.08.27,23.8,7.3,104,8.5,3.8,9.4,86.5,2.268,0.212,7.2,26.252
금본B,2020.08.27,24.8,7.7,60,9.6,1.5,5.6,10.6,1.207,0.066,2.9,16.575
금본B1,2020.08.27,21.9,7.3,70,9.3,0.9,6.1,22,1.912,0.07,3.2,11.141
금본B2,2020.08.27,25.2,7.6,96,9.5,0.5,4.4,1.7,1.641,0.017,1.6,1.788
금본C,2020.08.27,26.6,7.5,93,8.6,1.3,4.4,7.6,1.179,0.033,2.7,33.62
금본C1,2020.08.27,25.5,7.6,114,8.3,1.6,6.3,42.2,1.953,0.051,3.3,52.968
금본D,2020.08.27,26.8,7.3,117,8.7,1.9,5.3,13.5,1.461,0.045,2.8,32.796
금본E,2020.08.27,28.1,7.5,147,8.4,1.4,4.6,6.4,1.538,0.033,3.1,46.239
금본F1,2020.08.27,27.3,7.7,89,9.3,0.5,4.5,2.2,1.378,0.039,2.2,0.485
금본F2,2020.08.27,25.9,7.8,223,9.5,1.1,5.5,5.9,2.133,0.084,3.2,0.967
보청A,2020.08.27,25.5,7.4,186,7.5,2.8,6.8,32.2,2.17,0.145,4.1,22.263
초강A,2020.08.27,27.5,7.6,178,7.3,1,4.1,3.1,1.6,0.026,2.2,11.837
초강A1,2020.08.27,24,6.8,129,7.4,0.9,7.4,11.6,1.762,0.073,3.6,2.118
금본A,2020.09.01,25.6,8,152,11.2,1.3,5.1,8.5,2.461,0.021,2.9,9.396
금본B,2020.09.01,23.4,7.4,61,9.7,0.9,4.6,9,1.208,0.023,3,17.992
금본B1,2020.09.01,22.6,7.5,89,9.8,0.5,3.8,3.7,1.657,0.022,2,4.179
금본B2,2020.09.01,26.9,8.1,94,9.8,0.5,3.6,2,1.376,0.01,1.8,1.401
금본C,2020.09.01,26.6,7.7,88,9.1,1.2,4.3,3.4,1.189,0.037,2.2,22.643
금본C1,2020.09.01,27,8,110,10,0.7,4.5,4.8,1.331,0.023,2.4,11.678
금본D,2020.09.01,26.5,7.3,113,8.7,1.6,4.5,11,1.397,0.021,2.7,38.651
금본E,2020.09.01,27.2,7.5,119,8.8,1.2,5,13.2,1.577,0.043,3.1,50.997
금본F1,2020.09.01,25.7,7.5,72,9.1,0.5,3.6,2,1.613,0.026,2,0.988
금본F2,2020.09.01,26.8,8.1,235,10,0.8,4.8,6.9,2.385,0.081,2.7,1.099
보청A,2020.09.01,23.7,7.4,153,8.3,0.9,4.8,18.6,2.503,0.097,2.8,28.422
초강A,2020.09.01,25.7,7.6,116,8.5,1.2,5,5.4,1.583,0.052,2.9,14.955
초강A1,2020.09.01,22.4,7,126,8.2,0.6,5.6,9.7,1.576,0.035,3,1.457
금본F,2020.09.02,20.5,7.9,90,7.8,1,4.7,6.3,1.83,0.033,2.7,609.783
금본A,2020.09.07,18.4,7.9,81,9.4,1.6,10.7,153.5,1.828,0.217,7.7,142.044
금본B,2020.09.07,21.1,7.8,66,10.2,0.5,4.6,10.5,1.38,0.056,2.7,112.343
금본B1,2020.09.07,17.9,7.6,58,10.1,1.6,9.7,159.5,1.453,0.211,6.4,59.279
금본B2,2020.09.07,19,7.7,67,10.2,0.9,3.7,5.7,1.385,0.033,1.9,8.997
금본C,2020.09.07,20.2,7.9,71,9,0.8,4.6,15.8,1.402,0.037,2.7,144.224
금본C1,2020.09.07,18.5,7.6,69,9.2,1.3,8.9,100,1.415,0.114,5.2,388.267
금본D,2020.09.07,20.5,7.6,79,8.6,0.6,4.8,24.6,1.488,0.067,2.3,304.982
금본E,2020.09.07,20.2,7.5,89,8.7,1,8.6,79,1.625,0.094,6.1,519.342
금본F1,2020.09.07,18.9,7.6,48,9.9,0.8,5.8,12.4,1.49,0.059,3.3,9.091
금본F2,2020.09.07,19.4,7.5,129,9.1,1.5,7,52,1.745,0.125,5.1,17.628
보청A,2020.09.07,19.6,7.4,141,8.7,2,6,26.7,2.365,0.156,3.5,82.731
초강A,2020.09.07,19.7,7.7,97,8.8,1.5,9.5,99.5,1.682,0.086,5.8,291.4
초강A1,2020.09.07,19,7.3,69,8.8,1.7,16,98,1.23,0.094,9.3,37.919
금본F,2020.09.08,22.4,7.6,96,7.1,1.1,5.7,15.7,1.903,0.055,3.4,15.365
금본F,2020.09.14,21.5,7.6,89,7.1,0.4,4.7,10.7,1.702,0.063,2.9,18.034
금본A,2020.09.17,20.2,7.7,130,10.3,0.4,3.1,2.1,2.912,0.033,2,11.543
금본B,2020.09.17,21.5,7.3,63,9.6,0.4,4.4,5.6,1.447,0.036,2.7,11.904
금본B1,2020.09.17,18.6,7.9,97,10.8,0.9,3.6,1.3,2.025,0.014,1.6,3.247
금본B2,2020.09.17,21.3,7.7,88,9.8,0.8,3.3,1.6,2.052,0.012,1.2,1.609
금본C,2020.09.17,22.6,7.6,92,8.9,0.6,3.5,2.5,1.464,0.02,1.9,18.278
금본C1,2020.09.17,21.3,7.4,108,9.4,1,3.6,1.7,1.888,0.02,1.6,11.684
금본D,2020.09.17,22.9,7.3,113,9.1,0.4,3.4,3.9,1.744,0.022,2,26.193
금본E,2020.09.17,22.2,7.4,125,8.9,0.6,3.3,3,1.937,0.024,2,41.7
금본F1,2020.09.17,22.3,7.3,85,9.3,0.4,3.3,0.9,1.72,0.026,1.7,0.358
금본F2,2020.09.17,21.6,7.9,256,9.7,0.7,4.1,1.9,2.686,0.035,2,1.051
보청A,2020.09.17,21.8,7.2,208,9.1,0.4,3.3,5.1,2.779,0.049,2.2,11.325
초강A,2020.09.17,22.5,7.3,134,8.7,0.4,3.3,1.9,2.012,0.026,2.1,11.837
초강A1,2020.09.17,20.5,6.9,138,7.8,0.5,4.4,6.7,1.701,0.027,2.1,0.9
금본A,2020.09.22,17.8,8.4,128,10.7,0.7,3,1.4,2.368,0.025,1.7,6.83
금본B,2020.09.22,20.2,7.4,55,9.1,0.5,4.6,6.7,1.013,0.032,2.8,11.601
